,PEOPLE_POSITIVE_CASES_COUNT,COUNTY_NAME,PROVINCE_STATE_NAME,REPORT_DATE,REPORT_DATE1,CONTINENT_NAME,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,COUNTY_FIPS_NUMBER,COUNTRY_ALPHA_3_CODE,COUNTRY_SHORT_NAME,COUNTRY_ALPHA_2_CODE,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
7748,0,,,2020-02-06,2020-02-06,Europe,JHU CSSE Global Timeseries,0,,GIB,Gibraltar,GI,0,0
7749,0,,,2020-02-07,2020-02-07,Europe,JHU CSSE Global Timeseries,0,,GIB,Gibraltar,GI,0,0
7750,364491,,,2021-08-05,2021-08-05,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,247,8270
7751,364599,,,2021-08-06,2021-08-06,Europe,JHU CSSE Global Timeseries,0,,HRV,Croatia,HR,108,8270
7752,364832,,,2021-08-07,2021-08-07,Europe,JHU CSSE Global Timeseries,1,,HRV,Croatia,HR,233,8271
7753,365045,,,2021-08-08,2021-08-08,Europe,JHU CSSE Global Timeseries,1,,HRV,Croatia,HR,213,8272
7754,365089,,,2021-08-09,2021-08-09,Europe,JHU CSSE Global Timeseries,1,,HRV,Croatia,HR,44,8273
7755,365335,,,2021-08-10,2021-08-10,Europe,JHU CSSE Global Timeseries,2,,HRV,Croatia,HR,246,8275
7756,365716,,,2021-08-11,2021-08-11,Europe,JHU CSSE Global Timeseries,0,,HRV,Croatia,HR,381,8275
7757,366049,,,2021-08-12,2021-08-12,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,333,8278
7758,366357,,,2021-08-13,2021-08-13,Europe,JHU CSSE Global Timeseries,2,,HRV,Croatia,HR,308,8280
7759,366724,,,2021-08-14,2021-08-14,Europe,JHU CSSE Global Timeseries,2,,HRV,Croatia,HR,367,8282
7760,367022,,,2021-08-15,2021-08-15,Europe,JHU CSSE Global Timeseries,1,,HRV,Croatia,HR,298,8283
7761,367068,,,2021-08-16,2021-08-16,Europe,JHU CSSE Global Timeseries,2,,HRV,Croatia,HR,46,8285
7762,367409,,,2021-08-17,2021-08-17,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,341,8288
7763,367933,,,2021-08-18,2021-08-18,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,524,8291
7764,368419,,,2021-08-19,2021-08-19,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,486,8294
7765,368887,,,2021-08-20,2021-08-20,Europe,JHU CSSE Global Timeseries,1,,HRV,Croatia,HR,468,8295
7766,369392,,,2021-08-21,2021-08-21,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,505,8298
7767,369765,,,2021-08-22,2021-08-22,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,373,8301
7768,369838,,,2021-08-23,2021-08-23,Europe,JHU CSSE Global Timeseries,2,,HRV,Croatia,HR,73,8303
7769,370308,,,2021-08-24,2021-08-24,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,470,8306
7770,370985,,,2021-08-25,2021-08-25,Europe,JHU CSSE Global Timeseries,4,,HRV,Croatia,HR,677,8310
7771,371623,,,2021-08-26,2021-08-26,Europe,JHU CSSE Global Timeseries,6,,HRV,Croatia,HR,638,8316
7772,372219,,,2021-08-27,2021-08-27,Europe,JHU CSSE Global Timeseries,2,,HRV,Croatia,HR,596,8318
7773,372814,,,2021-08-28,2021-08-28,Europe,JHU CSSE Global Timeseries,6,,HRV,Croatia,HR,595,8324
7774,373191,,,2021-08-29,2021-08-29,Europe,JHU CSSE Global Timeseries,1,,HRV,Croatia,HR,377,8325
7775,373330,,,2021-08-30,2021-08-30,Europe,JHU CSSE Global Timeseries,6,,HRV,Croatia,HR,139,8331
7776,373998,,,2021-08-31,2021-08-31,Europe,JHU CSSE Global Timeseries,3,,HRV,Croatia,HR,668,8334
7777,374803,,,2021-09-01,2021-09-01,Europe,JHU CSSE Global Timeseries,4,,HRV,Croatia,HR,805,8338
7778,375601,,,2021-09-02,2021-09-02,Europe,JHU CSSE Global Timeseries,11,,HRV,Croatia,HR,798,8349
7779,376417,,,2021-09-03,2021-09-03,Europe,JHU CSSE Global Timeseries,6,,HRV,Croatia,HR,816,8355
7780,377299,,,2021-09-04,2021-09-04,Europe,JHU CSSE Global Timeseries,7,,HRV,Croatia,HR,882,8362
7781,377838,,,2021-09-05,2021-09-05,Europe,JHU CSSE Global Timeseries,8,,HRV,Croatia,HR,539,8370
7782,378022,,,2021-09-06,2021-09-06,Europe,JHU CSSE Global Timeseries,5,,HRV,Croatia,HR,184,8375
7783,378726,,,2021-09-07,2021-09-07,Europe,JHU CSSE Global Timeseries,10,,HRV,Croatia,HR,704,8385
7784,379963,,,2021-09-08,2021-09-08,Europe,JHU CSSE Global Timeseries,10,,HRV,Croatia,HR,1237,8395
7785,380904,,,2021-09-09,2021-09-09,Europe,JHU CSSE Global Timeseries,10,,HRV,Croatia,HR,941,8405
7786,381946,,,2021-09-10,2021-09-10,Europe,JHU CSSE Global Timeseries,8,,HRV,Croatia,HR,1042,8413
7787,383108,,,2021-09-11,2021-09-11,Europe,JHU CSSE Global Timeseries,14,,HRV,Croatia,HR,1162,8427
7788,383915,,,2021-09-12,2021-09-12,Europe,JHU CSSE Global Timeseries,13,,HRV,Croatia,HR,807,8440
7789,384082,,,2021-09-13,2021-09-13,Europe,JHU CSSE Global Timeseries,7,,HRV,Croatia,HR,167,8447
7790,385056,,,2021-09-14,2021-09-14,Europe,JHU CSSE Global Timeseries,9,,HRV,Croatia,HR,974,8456
7791,118008,,,2020-11-18,2020-11-18,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1309,1067
7792,119390,,,2020-11-19,2020-11-19,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1382,1074
7793,120847,,,2020-11-20,2020-11-20,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1457,1081
7794,122435,,,2020-11-21,2020-11-21,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1588,1089
7795,123999,,,2020-11-22,2020-11-22,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1564,1096
7796,125482,,,2020-11-23,2020-11-23,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1483,1104
7797,126953,,,2020-11-24,2020-11-24,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1471,1112
7798,128449,,,2020-11-25,2020-11-25,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1496,1119
7799,130012,,,2020-11-26,2020-11-26,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1563,1128
7800,131633,,,2020-11-27,2020-11-27,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1621,1136
7801,133324,,,2020-11-28,2020-11-28,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1691,1143
7802,135008,,,2020-11-29,2020-11-29,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1684,1151
7803,136647,,,2020-11-30,2020-11-30,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1639,1158
7804,138219,,,2020-12-01,2020-12-01,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1572,1166
7805,139908,,,2020-12-02,2020-12-02,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1689,1174
7806,141609,,,2020-12-03,2020-12-03,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1701,1181
7807,143383,,,2020-12-04,2020-12-04,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1774,1190
7808,145279,,,2020-12-05,2020-12-05,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1896,1198
7809,147157,,,2020-12-06,2020-12-06,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1878,1207
7810,148953,,,2020-12-07,2020-12-07,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1796,1215
7811,150602,,,2020-12-08,2020-12-08,Europe,JHU CSSE Global Timeseries,7,,BLR,Belarus,BY,1649,1222
7812,152453,,,2020-12-09,2020-12-09,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1851,1230
7813,154392,,,2020-12-10,2020-12-10,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1939,1238
7814,156359,,,2020-12-11,2020-12-11,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1967,1246
7815,158334,,,2020-12-12,2020-12-12,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1975,1254
7816,160295,,,2020-12-13,2020-12-13,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1961,1263
7817,162148,,,2020-12-14,2020-12-14,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1853,1273
7818,164059,,,2020-12-15,2020-12-15,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1911,1282
7819,165897,,,2020-12-16,2020-12-16,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1838,1291
7820,167731,,,2020-12-17,2020-12-17,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1834,1299
7821,169648,,,2020-12-18,2020-12-18,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1917,1308
7822,171579,,,2020-12-19,2020-12-19,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1931,1316
7823,173523,,,2020-12-20,2020-12-20,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1944,1324
7824,175416,,,2020-12-21,2020-12-21,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1893,1333
7825,177274,,,2020-12-22,2020-12-22,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1858,1341
7826,179196,,,2020-12-23,2020-12-23,Europe,JHU CSSE Global Timeseries,8,,BLR,Belarus,BY,1922,1349
7827,181113,,,2020-12-24,2020-12-24,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1917,1358
7828,183006,,,2020-12-25,2020-12-25,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1893,1367
7829,184922,,,2020-12-26,2020-12-26,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1916,1376
7830,186747,,,2020-12-27,2020-12-27,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1825,1385
7831,188588,,,2020-12-28,2020-12-28,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1841,1394
7832,190404,,,2020-12-29,2020-12-29,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1816,1404
7833,192361,,,2020-12-30,2020-12-30,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1957,1414
7834,194284,,,2020-12-31,2020-12-31,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1923,1424
7835,196223,,,2021-01-01,2021-01-01,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1939,1433
7836,198125,,,2021-01-02,2021-01-02,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1902,1442
7837,199962,,,2021-01-03,2021-01-03,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1837,1451
7838,201831,,,2021-01-04,2021-01-04,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1869,1461
7839,203104,,,2021-01-05,2021-01-05,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1273,1471
7840,204958,,,2021-01-06,2021-01-06,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1854,1480
7841,206796,,,2021-01-07,2021-01-07,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1838,1489
7842,208601,,,2021-01-08,2021-01-08,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1805,1498
7843,210368,,,2021-01-09,2021-01-09,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1767,1507
7844,212201,,,2021-01-10,2021-01-10,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1833,1517
7845,213993,,,2021-01-11,2021-01-11,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1792,1526
7846,215724,,,2021-01-12,2021-01-12,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1731,1535
7847,217696,,,2021-01-13,2021-01-13,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1972,1544
7848,219663,,,2021-01-14,2021-01-14,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1967,1554
7849,221604,,,2021-01-15,2021-01-15,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1941,1564
7850,223537,,,2021-01-16,2021-01-16,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1933,1573
7851,225461,,,2021-01-17,2021-01-17,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1924,1582
7852,227360,,,2021-01-18,2021-01-18,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1899,1591
7853,228716,,,2021-01-19,2021-01-19,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1356,1601
7854,230494,,,2021-01-20,2021-01-20,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1778,1610
7855,232298,,,2021-01-21,2021-01-21,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1804,1619
7856,234111,,,2021-01-22,2021-01-22,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1813,1628
7857,235859,,,2021-01-23,2021-01-23,Europe,JHU CSSE Global Timeseries,11,,BLR,Belarus,BY,1748,1639
7858,237611,,,2021-01-24,2021-01-24,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1752,1649
7859,238635,,,2021-01-25,2021-01-25,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1024,1658
7860,239482,,,2021-01-26,2021-01-26,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,847,1668
7861,241133,,,2021-01-27,2021-01-27,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1651,1678
7862,242851,,,2021-01-28,2021-01-28,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1718,1688
7863,244718,,,2021-01-29,2021-01-29,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1867,1698
7864,246570,,,2021-01-30,2021-01-30,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1852,1708
7865,248336,,,2021-01-31,2021-01-31,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1766,1718
7866,249295,,,2021-02-01,2021-02-01,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,959,1728
7867,249994,,,2021-02-02,2021-02-02,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,699,1737
7868,251705,,,2021-02-03,2021-02-03,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1711,1746
7869,253413,,,2021-02-04,2021-02-04,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1708,1755
7870,255172,,,2021-02-05,2021-02-05,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1759,1764
7871,256959,,,2021-02-06,2021-02-06,Europe,JHU CSSE Global Timeseries,9,,BLR,Belarus,BY,1787,1773
7872,258691,,,2021-02-07,2021-02-07,Europe,JHU CSSE Global Timeseries,10,,BLR,Belarus,BY,1732,1783
7873,386891,,,2021-09-15,2021-09-15,Europe,JHU CSSE Global Timeseries,7,,HRV,Croatia,HR,1835,8463
7874,388260,,,2021-09-16,2021-09-16,Europe,JHU CSSE Global Timeseries,9,,HRV,Croatia,HR,1369,8472
7875,389654,,,2021-09-17,2021-09-17,Europe,JHU CSSE Global Timeseries,9,,HRV,Croatia,HR,1394,8481
7876,391109,,,2021-09-18,2021-09-18,Europe,JHU CSSE Global Timeseries,12,,HRV,Croatia,HR,1455,8493
7877,391984,,,2021-09-19,2021-09-19,Europe,JHU CSSE Global Timeseries,7,,HRV,Croatia,HR,875,8500
7878,392248,,,2021-09-20,2021-09-20,Europe,JHU CSSE Global Timeseries,14,,HRV,Croatia,HR,264,8514
7879,393285,,,2021-09-21,2021-09-21,Europe,JHU CSSE Global Timeseries,12,,HRV,Croatia,HR,1037,8526
7880,395097,,,2021-09-22,2021-09-22,Europe,JHU CSSE Global Timeseries,13,,HRV,Croatia,HR,1812,8539
7881,396470,,,2021-09-23,2021-09-23,Europe,JHU CSSE Global Timeseries,15,,HRV,Croatia,HR,1373,8554
7882,397761,,,2021-09-24,2021-09-24,Europe,JHU CSSE Global Timeseries,12,,HRV,Croatia,HR,1291,8566
7883,399054,,,2021-09-25,2021-09-25,Europe,JHU CSSE Global Timeseries,14,,HRV,Croatia,HR,1293,8580
7884,399891,,,2021-09-26,2021-09-26,Europe,JHU CSSE Global Timeseries,15,,HRV,Croatia,HR,837,8595
7885,400108,,,2021-09-27,2021-09-27,Europe,JHU CSSE Global Timeseries,11,,HRV,Croatia,HR,217,8606
7886,401169,,,2021-09-28,2021-09-28,Europe,JHU CSSE Global Timeseries,8,,HRV,Croatia,HR,1061,8614
7887,403080,,,2021-09-29,2021-09-29,Europe,JHU CSSE Global Timeseries,14,,HRV,Croatia,HR,1911,8628
7888,404790,,,2021-09-30,2021-09-30,Europe,JHU CSSE Global Timeseries,12,,HRV,Croatia,HR,1710,8640
7889,406307,,,2021-10-01,2021-10-01,Europe,JHU CSSE Global Timeseries,10,,HRV,Croatia,HR,1517,8650
7890,0,,,2020-01-22,2020-01-22,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7891,0,,,2020-01-23,2020-01-23,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7892,0,,,2020-01-24,2020-01-24,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7893,0,,,2020-01-25,2020-01-25,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7894,0,,,2020-01-26,2020-01-26,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7895,0,,,2020-01-27,2020-01-27,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7896,0,,,2020-01-28,2020-01-28,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7897,0,,,2020-01-29,2020-01-29,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7898,0,,,2020-01-30,2020-01-30,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7899,0,,,2020-01-31,2020-01-31,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7900,0,,,2020-02-01,2020-02-01,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7901,0,,,2020-02-02,2020-02-02,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7902,0,,,2020-02-03,2020-02-03,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7903,0,,,2020-02-04,2020-02-04,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7904,0,,,2020-02-05,2020-02-05,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7905,0,,,2020-02-06,2020-02-06,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7906,0,,,2020-02-07,2020-02-07,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7907,0,,,2020-02-08,2020-02-08,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7908,0,,,2020-02-09,2020-02-09,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7909,0,,,2020-02-10,2020-02-10,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7910,0,,,2020-02-11,2020-02-11,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7911,0,,,2020-02-12,2020-02-12,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7912,0,,,2020-02-13,2020-02-13,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7913,0,,,2020-02-14,2020-02-14,Europe,JHU CSSE Global Timeseries,0,,CZE,Czechia,CZ,0,0
7914,46512,,,2020-07-12,2020-07-12,Europe,JHU CSSE Global Timeseries,6,,PRT,Portugal,PT,291,1660
7915,46818,,,2020-07-13,2020-07-13,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,306,1662
7916,47051,,,2020-07-14,2020-07-14,Europe,JHU CSSE Global Timeseries,6,,PRT,Portugal,PT,233,1668
7917,47426,,,2020-07-15,2020-07-15,Europe,JHU CSSE Global Timeseries,8,,PRT,Portugal,PT,375,1676
7918,47765,,,2020-07-16,2020-07-16,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,339,1679
7919,48077,,,2020-07-17,2020-07-17,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,312,1682
7920,48390,,,2020-07-18,2020-07-18,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,313,1684
7921,48636,,,2020-07-19,2020-07-19,Europe,JHU CSSE Global Timeseries,5,,PRT,Portugal,PT,246,1689
7922,48771,,,2020-07-20,2020-07-20,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,135,1691
7923,48898,,,2020-07-21,2020-07-21,Europe,JHU CSSE Global Timeseries,6,,PRT,Portugal,PT,127,1697
7924,49150,,,2020-07-22,2020-07-22,Europe,JHU CSSE Global Timeseries,5,,PRT,Portugal,PT,252,1702
7925,49379,,,2020-07-23,2020-07-23,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,229,1705
7926,49692,,,2020-07-24,2020-07-24,Europe,JHU CSSE Global Timeseries,7,,PRT,Portugal,PT,313,1712
7927,49955,,,2020-07-25,2020-07-25,Europe,JHU CSSE Global Timeseries,4,,PRT,Portugal,PT,263,1716
7928,50164,,,2020-07-26,2020-07-26,Europe,JHU CSSE Global Timeseries,1,,PRT,Portugal,PT,209,1717
7929,50299,,,2020-07-27,2020-07-27,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,135,1719
7930,50410,,,2020-07-28,2020-07-28,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,111,1722
7931,50613,,,2020-07-29,2020-07-29,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,203,1725
7932,50868,,,2020-07-30,2020-07-30,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,255,1727
7933,51072,,,2020-07-31,2020-07-31,Europe,JHU CSSE Global Timeseries,8,,PRT,Portugal,PT,204,1735
7934,51310,,,2020-08-01,2020-08-01,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,238,1737
7935,51463,,,2020-08-02,2020-08-02,Europe,JHU CSSE Global Timeseries,1,,PRT,Portugal,PT,153,1738
7936,51569,,,2020-08-03,2020-08-03,Europe,JHU CSSE Global Timeseries,0,,PRT,Portugal,PT,106,1738
7937,51681,,,2020-08-04,2020-08-04,Europe,JHU CSSE Global Timeseries,1,,PRT,Portugal,PT,112,1739
7938,51848,,,2020-08-05,2020-08-05,Europe,JHU CSSE Global Timeseries,1,,PRT,Portugal,PT,167,1740
7939,52061,,,2020-08-06,2020-08-06,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,213,1743
7940,52351,,,2020-08-07,2020-08-07,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,290,1746
7941,52537,,,2020-08-08,2020-08-08,Europe,JHU CSSE Global Timeseries,4,,PRT,Portugal,PT,186,1750
7942,52668,,,2020-08-09,2020-08-09,Europe,JHU CSSE Global Timeseries,6,,PRT,Portugal,PT,131,1756
7943,52825,,,2020-08-10,2020-08-10,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,157,1759
7944,52945,,,2020-08-11,2020-08-11,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,120,1761
7945,53223,,,2020-08-12,2020-08-12,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,278,1764
7946,53548,,,2020-08-13,2020-08-13,Europe,JHU CSSE Global Timeseries,6,,PRT,Portugal,PT,325,1770
7947,53783,,,2020-08-14,2020-08-14,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,235,1772
7948,53981,,,2020-08-15,2020-08-15,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,198,1775
7949,54102,,,2020-08-16,2020-08-16,Europe,JHU CSSE Global Timeseries,3,,PRT,Portugal,PT,121,1778
7950,54234,,,2020-08-17,2020-08-17,Europe,JHU CSSE Global Timeseries,1,,PRT,Portugal,PT,132,1779
7951,54448,,,2020-08-18,2020-08-18,Europe,JHU CSSE Global Timeseries,5,,PRT,Portugal,PT,214,1784
7952,54701,,,2020-08-19,2020-08-19,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,253,1786
7953,54992,,,2020-08-20,2020-08-20,Europe,JHU CSSE Global Timeseries,2,,PRT,Portugal,PT,291,1788
7954,166741,,,2021-08-20,2021-08-20,Europe,JHU CSSE Global Timeseries,24,,MKD,North Macedonia,MK,1057,5632
7955,167991,,,2021-08-21,2021-08-21,Europe,JHU CSSE Global Timeseries,22,,MKD,North Macedonia,MK,1250,5654
7956,168872,,,2021-08-22,2021-08-22,Europe,JHU CSSE Global Timeseries,14,,MKD,North Macedonia,MK,881,5668
7957,169202,,,2021-08-23,2021-08-23,Europe,JHU CSSE Global Timeseries,27,,MKD,North Macedonia,MK,330,5695
7958,170412,,,2021-08-24,2021-08-24,Europe,JHU CSSE Global Timeseries,32,,MKD,North Macedonia,MK,1210,5727
7959,171576,,,2021-08-25,2021-08-25,Europe,JHU CSSE Global Timeseries,28,,MKD,North Macedonia,MK,1164,5755
7960,172657,,,2021-08-26,2021-08-26,Europe,JHU CSSE Global Timeseries,27,,MKD,North Macedonia,MK,1081,5782
7961,173689,,,2021-08-27,2021-08-27,Europe,JHU CSSE Global Timeseries,36,,MKD,North Macedonia,MK,1032,5818
7962,174667,,,2021-08-28,2021-08-28,Europe,JHU CSSE Global Timeseries,24,,MKD,North Macedonia,MK,978,5842
7963,175330,,,2021-08-29,2021-08-29,Europe,JHU CSSE Global Timeseries,27,,MKD,North Macedonia,MK,663,5869
7964,175624,,,2021-08-30,2021-08-30,Europe,JHU CSSE Global Timeseries,32,,MKD,North Macedonia,MK,294,5901
7965,176494,,,2021-08-31,2021-08-31,Europe,JHU CSSE Global Timeseries,37,,MKD,North Macedonia,MK,870,5938
7966,177399,,,2021-09-01,2021-09-01,Europe,JHU CSSE Global Timeseries,26,,MKD,North Macedonia,MK,905,5964
7967,178159,,,2021-09-02,2021-09-02,Europe,JHU CSSE Global Timeseries,23,,MKD,North Macedonia,MK,760,5987
7968,178879,,,2021-09-03,2021-09-03,Europe,JHU CSSE Global Timeseries,26,,MKD,North Macedonia,MK,720,6013
7969,179587,,,2021-09-04,2021-09-04,Europe,JHU CSSE Global Timeseries,32,,MKD,North Macedonia,MK,708,6045
7970,180045,,,2021-09-05,2021-09-05,Europe,JHU CSSE Global Timeseries,20,,MKD,North Macedonia,MK,458,6065
