,PEOPLE_POSITIVE_CASES_COUNT,COUNTY_NAME,PROVINCE_STATE_NAME,REPORT_DATE,REPORT_DATE1,CONTINENT_NAME,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,COUNTY_FIPS_NUMBER,COUNTRY_ALPHA_3_CODE,COUNTRY_SHORT_NAME,COUNTRY_ALPHA_2_CODE,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
0,823078,,,2021-09-19,2021-09-19,Europe,JHU CSSE Global Timeseries,1,,CHE,Switzerland,CH,0,11000
1,827111,,,2021-09-20,2021-09-20,Europe,JHU CSSE Global Timeseries,15,,CHE,Switzerland,CH,4033,11015
2,828347,,,2021-09-21,2021-09-21,Europe,JHU CSSE Global Timeseries,6,,CHE,Switzerland,CH,1236,11021
3,830251,,,2021-09-22,2021-09-22,Europe,JHU CSSE Global Timeseries,6,,CHE,Switzerland,CH,1904,11027
4,831881,,,2021-09-23,2021-09-23,Europe,JHU CSSE Global Timeseries,7,,CHE,Switzerland,CH,1630,11034
5,833385,,,2021-09-24,2021-09-24,Europe,JHU CSSE Global Timeseries,8,,CHE,Switzerland,CH,1504,11042
6,833385,,,2021-09-25,2021-09-25,Europe,JHU CSSE Global Timeseries,1,,CHE,Switzerland,CH,0,11043
7,833385,,,2021-09-26,2021-09-26,Europe,JHU CSSE Global Timeseries,0,,CHE,Switzerland,CH,0,11043
8,836483,,,2021-09-27,2021-09-27,Europe,JHU CSSE Global Timeseries,17,,CHE,Switzerland,CH,3098,11060
9,837769,,,2021-09-28,2021-09-28,Europe,JHU CSSE Global Timeseries,13,,CHE,Switzerland,CH,1286,11073
10,839219,,,2021-09-29,2021-09-29,Europe,JHU CSSE Global Timeseries,6,,CHE,Switzerland,CH,1450,11079
11,840363,,,2021-09-30,2021-09-30,Europe,JHU CSSE Global Timeseries,8,,CHE,Switzerland,CH,1144,11087
12,841573,,,2021-10-01,2021-10-01,Europe,JHU CSSE Global Timeseries,6,,CHE,Switzerland,CH,1210,11093
13,37208,,,2020-09-01,2020-09-01,Europe,JHU CSSE Global Timeseries,13,,MDA,Moldova,MD,288,1008
14,256870,,,2021-07-02,2021-07-02,Europe,JHU CSSE Global Timeseries,0,,MDA,Moldova,MD,54,6194
15,23521,,,2020-07-28,2020-07-28,Europe,JHU CSSE Global Timeseries,5,,MDA,Moldova,MD,367,753
16,149093,,,2021-01-09,2021-01-09,Europe,JHU CSSE Global Timeseries,8,,MDA,Moldova,MD,424,3130
17,148669,,,2021-01-08,2021-01-08,Europe,JHU CSSE Global Timeseries,16,,MDA,Moldova,MD,375,3122
18,148294,,,2021-01-07,2021-01-07,Europe,JHU CSSE Global Timeseries,18,,MDA,Moldova,MD,423,3106
19,122685,,,2020-12-10,2020-12-10,Europe,JHU CSSE Global Timeseries,19,,MDA,Moldova,MD,1715,2500
20,135910,,,2020-12-21,2020-12-21,Europe,JHU CSSE Global Timeseries,25,,MDA,Moldova,MD,703,2777
21,135207,,,2020-12-20,2020-12-20,Europe,JHU CSSE Global Timeseries,25,,MDA,Moldova,MD,629,2752
22,257467,,,2021-07-11,2021-07-11,Europe,JHU CSSE Global Timeseries,1,,MDA,Moldova,MD,48,6209
23,247391,,,2021-04-21,2021-04-21,Europe,JHU CSSE Global Timeseries,27,,MDA,Moldova,MD,700,5643
24,189397,,,2021-03-03,2021-03-03,Europe,JHU CSSE Global Timeseries,24,,MDA,Moldova,MD,1550,4026
25,178540,,,2021-02-23,2021-02-23,Europe,JHU CSSE Global Timeseries,24,,MDA,Moldova,MD,1133,3823
26,156426,,,2021-01-25,2021-01-25,Europe,JHU CSSE Global Timeseries,7,,MDA,Moldova,MD,224,3368
27,81675,,,2020-11-07,2020-11-07,Europe,JHU CSSE Global Timeseries,9,,MDA,Moldova,MD,1174,1891
28,256103,,,2021-06-19,2021-06-19,Europe,JHU CSSE Global Timeseries,3,,MDA,Moldova,MD,49,6168
29,260555,,,2021-08-07,2021-08-07,Europe,JHU CSSE Global Timeseries,4,,MDA,Moldova,MD,131,6279
30,2154,,,2020-04-16,2020-04-16,Europe,JHU CSSE Global Timeseries,8,,MDA,Moldova,MD,105,54
31,864,,,2020-04-05,2020-04-05,Europe,JHU CSSE Global Timeseries,3,,MDA,Moldova,MD,112,15
32,87228,,,2021-05-02,2021-05-02,Europe,JHU CSSE Global Timeseries,0,,FIN,Finland,FI,132,914
33,87345,,,2021-05-03,2021-05-03,Europe,JHU CSSE Global Timeseries,1,,FIN,Finland,FI,117,915
34,87529,,,2021-05-04,2021-05-04,Europe,JHU CSSE Global Timeseries,1,,FIN,Finland,FI,184,916
35,87798,,,2021-05-05,2021-05-05,Europe,JHU CSSE Global Timeseries,2,,FIN,Finland,FI,269,918
36,88078,,,2021-05-06,2021-05-06,Europe,JHU CSSE Global Timeseries,1,,FIN,Finland,FI,280,919
37,88332,,,2021-05-07,2021-05-07,Europe,JHU CSSE Global Timeseries,3,,FIN,Finland,FI,254,922
38,88561,,,2021-05-08,2021-05-08,Europe,JHU CSSE Global Timeseries,0,,FIN,Finland,FI,229,922
39,88723,,,2021-05-09,2021-05-09,Europe,JHU CSSE Global Timeseries,0,,FIN,Finland,FI,162,922
40,88866,,,2021-05-10,2021-05-10,Europe,JHU CSSE Global Timeseries,0,,FIN,Finland,FI,143,922
41,88990,,,2021-05-11,2021-05-11,Europe,JHU CSSE Global Timeseries,5,,FIN,Finland,FI,124,927
42,89270,,,2021-05-12,2021-05-12,Europe,JHU CSSE Global Timeseries,3,,FIN,Finland,FI,280,930
43,2232327,,,2021-02-01,2021-02-01,Europe,JHU CSSE Global Timeseries,896,,DEU,Germany,DE,6668,58059
44,544346,,,2020-11-01,2020-11-01,Europe,JHU CSSE Global Timeseries,30,,DEU,Germany,DE,12556,10513
45,222281,,,2020-08-13,2020-08-13,Europe,JHU CSSE Global Timeseries,4,,DEU,Germany,DE,1422,9217
46,216196,,,2020-08-07,2020-08-07,Europe,JHU CSSE Global Timeseries,14,,DEU,Germany,DE,1157,9195
47,124908,,,2020-04-11,2020-04-11,Europe,JHU CSSE Global Timeseries,-31,,DEU,Germany,DE,2737,2736
48,107663,,,2020-04-07,2020-04-07,Europe,JHU CSSE Global Timeseries,206,,DEU,Germany,DE,4289,2016
49,43938,,,2020-03-26,2020-03-26,Europe,JHU CSSE Global Timeseries,61,,DEU,Germany,DE,6615,267
50,5,,,2020-01-31,2020-01-31,Europe,JHU CSSE Global Timeseries,0,,DEU,Germany,DE,1,0
51,16,,,2020-02-11,2020-02-11,Europe,JHU CSSE Global Timeseries,0,,DEU,Germany,DE,2,0
52,263222,,,2020-09-14,2020-09-14,Europe,JHU CSSE Global Timeseries,2,,DEU,Germany,DE,1485,9356
53,189817,,,2020-06-18,2020-06-18,Europe,JHU CSSE Global Timeseries,24,,DEU,Germany,DE,1213,8875
54,253626,,,2020-09-07,2020-09-07,Europe,JHU CSSE Global Timeseries,1,,DEU,Germany,DE,1898,9331
55,243305,,,2020-08-30,2020-08-30,Europe,JHU CSSE Global Timeseries,1,,DEU,Germany,DE,470,9300
56,1229269,,,2020-12-08,2020-12-08,Europe,JHU CSSE Global Timeseries,568,,DEU,Germany,DE,29263,20002
57,217288,,,2020-08-09,2020-08-09,Europe,JHU CSSE Global Timeseries,1,,DEU,Germany,DE,385,9202
58,212111,,,2020-08-03,2020-08-03,Europe,JHU CSSE Global Timeseries,0,,DEU,Germany,DE,891,9154
59,3502672,,,2021-05-06,2021-05-06,Europe,JHU CSSE Global Timeseries,284,,DEU,Germany,DE,17917,84425
60,2341744,,,2021-02-14,2021-02-14,Europe,JHU CSSE Global Timeseries,117,,DEU,Germany,DE,4838,65107
61,3756497,,,2021-07-21,2021-07-21,Europe,JHU CSSE Global Timeseries,43,,DEU,Germany,DE,1651,91466
62,3718617,,,2021-06-10,2021-06-10,Europe,JHU CSSE Global Timeseries,101,,DEU,Germany,DE,2747,89693
63,307127,,,2020-10-06,2020-10-06,Europe,JHU CSSE Global Timeseries,12,,DEU,Germany,DE,2454,9566
64,174098,,,2020-05-13,2020-05-13,Europe,JHU CSSE Global Timeseries,123,,DEU,Germany,DE,927,7861
65,4204300,,,2021-09-26,2021-09-26,Europe,JHU CSSE Global Timeseries,11,,DEU,Germany,DE,5271,93409
66,4192606,,,2021-09-24,2021-09-24,Europe,JHU CSSE Global Timeseries,60,,DEU,Germany,DE,8934,93370
67,3657662,,,2021-05-23,2021-05-23,Europe,JHU CSSE Global Timeseries,44,,DEU,Germany,DE,4643,87429
68,3646600,,,2021-05-21,2021-05-21,Europe,JHU CSSE Global Timeseries,168,,DEU,Germany,DE,8096,87303
69,2240017,,,2021-02-02,2021-02-02,Europe,JHU CSSE Global Timeseries,933,,DEU,Germany,DE,7690,58992
70,192480,,,2020-06-23,2020-06-23,Europe,JHU CSSE Global Timeseries,15,,DEU,Germany,DE,712,8914
71,3740567,,,2021-07-07,2021-07-07,Europe,JHU CSSE Global Timeseries,30,,DEU,Germany,DE,992,91148
72,3736205,,,2021-06-30,2021-06-30,Europe,JHU CSSE Global Timeseries,62,,DEU,Germany,DE,806,90945
73,1038649,,,2020-11-27,2020-11-27,Europe,JHU CSSE Global Timeseries,371,,DEU,Germany,DE,20819,16011
74,4093412,,,2021-09-13,2021-09-13,Europe,JHU CSSE Global Timeseries,69,,DEU,Germany,DE,6287,92694
75,3432676,,,2021-05-02,2021-05-02,Europe,JHU CSSE Global Timeseries,85,,DEU,Germany,DE,8776,83292
76,3306692,,,2021-04-25,2021-04-25,Europe,JHU CSSE Global Timeseries,61,,DEU,Germany,DE,15399,81671
77,3772326,,,2021-07-29,2021-07-29,Europe,JHU CSSE Global Timeseries,-87,,DEU,Germany,DE,2774,91622
78,2639258,,,2021-03-18,2021-03-18,Europe,JHU CSSE Global Timeseries,359,,DEU,Germany,DE,28489,74402
79,4149832,,,2021-09-19,2021-09-19,Europe,JHU CSSE Global Timeseries,13,,DEU,Germany,DE,5667,92977
80,216903,,,2020-08-08,2020-08-08,Europe,JHU CSSE Global Timeseries,6,,DEU,Germany,DE,707,9201
81,212828,,,2020-08-04,2020-08-04,Europe,JHU CSSE Global Timeseries,9,,DEU,Germany,DE,717,9163
82,3701692,,,2021-06-03,2021-06-03,Europe,JHU CSSE Global Timeseries,86,,DEU,Germany,DE,3688,89031
83,1040,,,2020-03-08,2020-03-08,Europe,JHU CSSE Global Timeseries,0,,DEU,Germany,DE,241,0
84,985224,,,2021-02-02,2021-02-02,Europe,JHU CSSE Global Timeseries,83,,NLD,Netherlands,NL,3561,14108
85,49722,,,2020-06-23,2020-06-23,Europe,JHU CSSE Global Timeseries,5,,NLD,Netherlands,NL,64,6095
86,1696480,,,2021-07-07,2021-07-07,Europe,JHU CSSE Global Timeseries,2,,NLD,Netherlands,NL,3646,17760
87,1685000,,,2021-06-30,2021-06-30,Europe,JHU CSSE Global Timeseries,0,,NLD,Netherlands,NL,634,17745
88,508866,,,2020-11-27,2020-11-27,Europe,JHU CSSE Global Timeseries,83,,NLD,Netherlands,NL,5743,9267
89,1972653,,,2021-09-13,2021-09-13,Europe,JHU CSSE Global Timeseries,5,,NLD,Netherlands,NL,3821,18073
90,1507615,,,2021-05-02,2021-05-02,Europe,JHU CSSE Global Timeseries,3,,NLD,Netherlands,NL,5508,17172
91,1461137,,,2021-04-25,2021-04-25,Europe,JHU CSSE Global Timeseries,11,,NLD,Netherlands,NL,8013,17049
92,1859199,,,2021-07-29,2021-07-29,Europe,JHU CSSE Global Timeseries,3,,NLD,Netherlands,NL,4415,17815
93,1179612,,,2021-03-18,2021-03-18,Europe,JHU CSSE Global Timeseries,33,,NLD,Netherlands,NL,6125,16198
94,1984915,,,2021-09-19,2021-09-19,Europe,JHU CSSE Global Timeseries,3,,NLD,Netherlands,NL,1663,18114
95,57987,,,2020-08-08,2020-08-08,Europe,JHU CSSE Global Timeseries,3,,NLD,Netherlands,NL,486,6157
96,55955,,,2020-08-04,2020-08-04,Europe,JHU CSSE Global Timeseries,1,,NLD,Netherlands,NL,485,6150
97,1657017,,,2021-06-03,2021-06-03,Europe,JHU CSSE Global Timeseries,14,,NLD,Netherlands,NL,2735,17658
98,265,,,2020-03-08,2020-03-08,Europe,JHU CSSE Global Timeseries,2,,NLD,Netherlands,NL,77,3
99,0,,,2020-01-24,2020-01-24,Europe,JHU CSSE Global Timeseries,0,,NLD,Netherlands,NL,0,0
100,1899647,,,2021-08-14,2021-08-14,Europe,JHU CSSE Global Timeseries,6,,NLD,Netherlands,NL,2303,17906
101,39316,,,2020-04-30,2020-04-30,Europe,JHU CSSE Global Timeseries,84,,NLD,Netherlands,NL,514,4795
102,69131,,,2020-08-28,2020-08-28,Europe,JHU CSSE Global Timeseries,2,,NLD,Netherlands,NL,507,6220
103,0,,,2020-02-16,2020-02-16,Europe,JHU CSSE Global Timeseries,0,,NLD,Netherlands,NL,0,0
104,0,,,2020-01-23,2020-01-23,Europe,JHU CSSE Global Timeseries,0,,NLD,Netherlands,NL,0,0
105,0,,,2020-01-22,2020-01-22,Europe,JHU CSSE Global Timeseries,0,,NLD,Netherlands,NL,0,0
106,1949195,,,2021-09-03,2021-09-03,Europe,JHU CSSE Global Timeseries,9,,NLD,Netherlands,NL,2540,18026
107,1007981,,,2021-02-08,2021-02-08,Europe,JHU CSSE Global Timeseries,25,,NLD,Netherlands,NL,2221,14428
108,1005760,,,2021-02-07,2021-02-07,Europe,JHU CSSE Global Timeseries,48,,NLD,Netherlands,NL,3934,14403
109,1245007,,,2021-03-27,2021-03-27,Europe,JHU CSSE Global Timeseries,29,,NLD,Netherlands,NL,8798,16450
110,135892,,,2020-10-04,2020-10-04,Europe,JHU CSSE Global Timeseries,5,,NLD,Netherlands,NL,4003,6454
111,1777399,,,2021-07-16,2021-07-16,Europe,JHU CSSE Global Timeseries,2,,NLD,Netherlands,NL,11297,17775
112,1651780,,,2021-06-01,2021-06-01,Europe,JHU CSSE Global Timeseries,9,,NLD,Netherlands,NL,2320,17632
113,375890,,,2020-11-03,2020-11-03,Europe,JHU CSSE Global Timeseries,113,,NLD,Netherlands,NL,7743,7576
114,84778,,,2020-09-15,2020-09-15,Europe,JHU CSSE Global Timeseries,2,,NLD,Netherlands,NL,1379,6258
115,1989805,,,2021-09-22,2021-09-22,Europe,JHU CSSE Global Timeseries,4,,NLD,Netherlands,NL,1900,18132
116,37845,,,2020-04-26,2020-04-26,Europe,JHU CSSE Global Timeseries,66,,NLD,Netherlands,NL,655,4475
117,49426,,,2020-06-19,2020-06-19,Europe,JHU CSSE Global Timeseries,3,,NLD,Netherlands,NL,107,6081
118,1364025,,,2021-04-13,2021-04-13,Europe,JHU CSSE Global Timeseries,31,,NLD,Netherlands,NL,6685,16822
119,473190,,,2020-11-20,2020-11-20,Europe,JHU CSSE Global Timeseries,51,,NLD,Netherlands,NL,5933,8822
120,993430,,,2021-02-04,2021-02-04,Europe,JHU CSSE Global Timeseries,65,,NLD,Netherlands,NL,4193,14234
121,744057,,,2020-12-25,2020-12-25,Europe,JHU CSSE Global Timeseries,98,,NLD,Netherlands,NL,11487,10924
122,1878214,,,2021-08-05,2021-08-05,Europe,JHU CSSE Global Timeseries,11,,NLD,Netherlands,NL,3358,17850
123,485015,,,2021-07-28,2021-07-28,Europe,JHU CSSE Global Timeseries,15,,GRC,Greece,EL,2870,12902
124,487709,,,2021-07-29,2021-07-29,Europe,JHU CSSE Global Timeseries,9,,GRC,Greece,EL,2694,12911
125,490552,,,2021-07-30,2021-07-30,Europe,JHU CSSE Global Timeseries,12,,GRC,Greece,EL,2843,12923
126,493304,,,2021-07-31,2021-07-31,Europe,JHU CSSE Global Timeseries,17,,GRC,Greece,EL,2752,12940
127,494907,,,2021-08-01,2021-08-01,Europe,JHU CSSE Global Timeseries,10,,GRC,Greece,EL,1603,12950
128,497061,,,2021-08-02,2021-08-02,Europe,JHU CSSE Global Timeseries,8,,GRC,Greece,EL,2154,12958
129,501030,,,2021-08-03,2021-08-03,Europe,JHU CSSE Global Timeseries,14,,GRC,Greece,EL,3969,12972
130,503885,,,2021-08-04,2021-08-04,Europe,JHU CSSE Global Timeseries,16,,GRC,Greece,EL,2855,12988
131,506672,,,2021-08-05,2021-08-05,Europe,JHU CSSE Global Timeseries,12,,GRC,Greece,EL,2787,13000
132,509596,,,2021-08-06,2021-08-06,Europe,JHU CSSE Global Timeseries,21,,GRC,Greece,EL,2924,13021
133,512342,,,2021-08-07,2021-08-07,Europe,JHU CSSE Global Timeseries,10,,GRC,Greece,EL,2746,13031
134,514192,,,2021-08-08,2021-08-08,Europe,JHU CSSE Global Timeseries,17,,GRC,Greece,EL,1850,13048
135,516785,,,2021-08-09,2021-08-09,Europe,JHU CSSE Global Timeseries,20,,GRC,Greece,EL,2593,13068
136,521399,,,2021-08-10,2021-08-10,Europe,JHU CSSE Global Timeseries,19,,GRC,Greece,EL,4614,13087
137,524871,,,2021-08-11,2021-08-11,Europe,JHU CSSE Global Timeseries,19,,GRC,Greece,EL,3472,13106
138,528474,,,2021-08-12,2021-08-12,Europe,JHU CSSE Global Timeseries,20,,GRC,Greece,EL,3603,13126
139,531967,,,2021-08-13,2021-08-13,Europe,JHU CSSE Global Timeseries,24,,GRC,Greece,EL,3493,13150
140,535237,,,2021-08-14,2021-08-14,Europe,JHU CSSE Global Timeseries,24,,GRC,Greece,EL,3270,13174
141,537125,,,2021-08-15,2021-08-15,Europe,JHU CSSE Global Timeseries,17,,GRC,Greece,EL,1888,13191
142,539337,,,2021-08-16,2021-08-16,Europe,JHU CSSE Global Timeseries,13,,GRC,Greece,EL,2212,13204
143,543749,,,2021-08-17,2021-08-17,Europe,JHU CSSE Global Timeseries,16,,GRC,Greece,EL,4412,13220
144,547186,,,2021-08-18,2021-08-18,Europe,JHU CSSE Global Timeseries,25,,GRC,Greece,EL,3437,13245
145,550459,,,2021-08-19,2021-08-19,Europe,JHU CSSE Global Timeseries,20,,GRC,Greece,EL,3273,13265
146,554055,,,2021-08-20,2021-08-20,Europe,JHU CSSE Global Timeseries,30,,GRC,Greece,EL,3596,13295
147,557239,,,2021-08-21,2021-08-21,Europe,JHU CSSE Global Timeseries,23,,GRC,Greece,EL,3184,13318
148,559186,,,2021-08-22,2021-08-22,Europe,JHU CSSE Global Timeseries,33,,GRC,Greece,EL,1947,13351
149,561812,,,2021-08-23,2021-08-23,Europe,JHU CSSE Global Timeseries,34,,GRC,Greece,EL,2626,13385
150,566812,,,2021-08-24,2021-08-24,Europe,JHU CSSE Global Timeseries,32,,GRC,Greece,EL,5000,13417
151,570077,,,2021-08-25,2021-08-25,Europe,JHU CSSE Global Timeseries,42,,GRC,Greece,EL,3265,13459
152,573605,,,2021-08-26,2021-08-26,Europe,JHU CSSE Global Timeseries,28,,GRC,Greece,EL,3528,13487
153,576672,,,2021-08-27,2021-08-27,Europe,JHU CSSE Global Timeseries,22,,GRC,Greece,EL,3067,13509
154,579734,,,2021-08-28,2021-08-28,Europe,JHU CSSE Global Timeseries,35,,GRC,Greece,EL,3062,13544
155,581315,,,2021-08-29,2021-08-29,Europe,JHU CSSE Global Timeseries,37,,GRC,Greece,EL,1581,13581
156,583658,,,2021-08-30,2021-08-30,Europe,JHU CSSE Global Timeseries,19,,GRC,Greece,EL,2343,13600
157,587964,,,2021-08-31,2021-08-31,Europe,JHU CSSE Global Timeseries,22,,GRC,Greece,EL,4306,13622
158,590832,,,2021-09-01,2021-09-01,Europe,JHU CSSE Global Timeseries,47,,GRC,Greece,EL,2868,13669
159,593668,,,2021-09-02,2021-09-02,Europe,JHU CSSE Global Timeseries,33,,GRC,Greece,EL,2836,13702
160,596383,,,2021-09-03,2021-09-03,Europe,JHU CSSE Global Timeseries,35,,GRC,Greece,EL,2715,13737
161,598667,,,2021-09-04,2021-09-04,Europe,JHU CSSE Global Timeseries,106,,GRC,Greece,EL,2284,13843
162,599951,,,2021-09-05,2021-09-05,Europe,JHU CSSE Global Timeseries,43,,GRC,Greece,EL,1284,13886
163,601716,,,2021-09-06,2021-09-06,Europe,JHU CSSE Global Timeseries,47,,GRC,Greece,EL,1765,13933
164,5258886,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,120,,ITA,Italy,IT,20665,135049
165,4114,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,0,,MCO,Monaco,MC,0,36
166,370459,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,21,,MDA,Moldova,MD,456,9414
167,160111,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,3,,MNE,Montenegro,ME,210,2360
168,2906969,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,74,,NLD,Netherlands,NL,12760,20214
169,6719,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,255,94
170,1276761,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,32,,SRB,Serbia,RS,1547,12241
171,27,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,0,,VAT,Holy See,VA,0,0
172,161216,,,2021-12-14,2021-12-14,Europe,JHU CSSE Global Timeseries,1,,XKX,Kosovo,XK,8,2988
173,20136,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,0,,AND,Andorra,AD,0,134
174,342977,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,11,,ARM,Armenia,AM,212,7856
175,1980120,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,44,,BEL,Belgium,BE,11851,27729
176,142878,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,2,,CYP,Cyprus,CY,650,614
177,6690568,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,522,,DEU,Germany,DE,56902,107207
178,579275,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,9,,DNK,Denmark,DK,8773,3039
179,229869,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,1,,EST,Estonia,EE,655,1869
180,209258,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,2,,FIN,Finland,FI,2225,1446
181,8202064,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,147,,FRA,France,FR,65427,118504
182,898079,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,53,,GEO,Georgia,GE,3278,12879
183,1017445,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,78,,GRC,Greece,EL,4786,19553
184,1208020,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,153,,HUN,Hungary,HU,5506,37232
185,12812,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,0,,IMN,Isle of Man,IM,81,67
186,636407,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,47,,IRL,Ireland,IE,4230,5835
187,19861,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,0,,ISL,Iceland,IS,153,36
188,5282076,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,129,,ITA,Italy,IT,23190,135178
189,4114,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,0,,MCO,Monaco,MC,0,36
190,370951,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,20,,MDA,Moldova,MD,492,9434
191,160270,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,5,,MNE,Montenegro,ME,159,2365
192,2920438,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,41,,NLD,Netherlands,NL,13469,20255
193,6807,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,88,94
194,1278120,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,34,,SRB,Serbia,RS,1359,12275
195,27,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,0,,VAT,Holy See,VA,0,0
196,161227,,,2021-12-15,2021-12-15,Europe,JHU CSSE Global Timeseries,0,,XKX,Kosovo,XK,11,2988
197,20549,,,2021-12-16,2021-12-16,Europe,JHU CSSE Global Timeseries,0,,AND,Andorra,AD,413,134
198,343157,,,2021-12-16,2021-12-16,Europe,JHU CSSE Global Timeseries,18,,ARM,Armenia,AM,180,7874
199,1980120,,,2021-12-16,2021-12-16,Europe,JHU CSSE Global Timeseries,0,,BEL,Belgium,BE,0,27729
200,143510,,,2021-12-16,2021-12-16,Europe,JHU CSSE Global Timeseries,2,,CYP,Cyprus,CY,632,616
201,6741968,,,2021-12-16,2021-12-16,Europe,JHU CSSE Global Timeseries,448,,DEU,Germany,DE,51400,107655
202,589274,,,2021-12-16,2021-12-16,Europe,JHU CSSE Global Timeseries,12,,DNK,Denmark,DK,9999,3051
203,230514,,,2021-12-16,2021-12-16,Europe,JHU CSSE Global Timeseries,0,,EST,Estonia,EE,645,1869
204,939,,,2020-05-27,2020-05-27,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,2,17
205,30,,,2020-03-16,2020-03-16,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,9,0
206,0,,,2020-02-24,2020-02-24,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,0,0
207,0,,,2020-02-07,2020-02-07,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,0,0
208,112240,,,2021-08-20,2021-08-20,Europe,JHU CSSE Global Timeseries,4,,CYP,Cyprus,CY,420,477
209,1755,,,2020-10-01,2020-10-01,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,12,22
210,1663,,,2020-09-25,2020-09-25,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,9,22
211,872,,,2020-05-04,2020-05-04,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,8,15
212,54913,,,2021-04-16,2021-04-16,Europe,JHU CSSE Global Timeseries,6,,CYP,Cyprus,CY,690,284
213,1487,,,2020-08-31,2020-08-31,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,4,21
214,1351,,,2020-08-18,2020-08-18,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,19,20
215,1180,,,2020-08-05,2020-08-05,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,25,19
216,970,,,2020-06-09,2020-06-09,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,6,18
217,262,,,2020-04-01,2020-04-01,Europe,JHU CSSE Global Timeseries,1,,CYP,Cyprus,CY,32,8
218,230,,,2020-03-31,2020-03-31,Europe,JHU CSSE Global Timeseries,1,,CYP,Cyprus,CY,16,7
219,40326,,,2021-03-15,2021-03-15,Europe,JHU CSSE Global Timeseries,2,,CYP,Cyprus,CY,374,241
220,114000,,,2021-08-26,2021-08-26,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,257,495
221,74565,,,2021-06-18,2021-06-18,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,65,375
222,3545,,,2020-10-26,2020-10-26,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,101,25
223,119903,,,2021-09-28,2021-09-28,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,136,552
224,73830,,,2021-06-05,2021-06-05,Europe,JHU CSSE Global Timeseries,1,,CYP,Cyprus,CY,83,364
225,857,,,2020-05-02,2020-05-02,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,7,15
226,790,,,2020-04-23,2020-04-23,Europe,JHU CSSE Global Timeseries,2,,CYP,Cyprus,CY,6,14
227,767,,,2020-04-20,2020-04-20,Europe,JHU CSSE Global Timeseries,0,,CYP,Cyprus,CY,6,12
